Medicine Name,href,Info
Tacrolimus ,https://www.medindia.net/doctors/drug_information/tacrolimus.htm,"Tacrolimus is an immunosuppressant, prescribed for preventing organ rejection during transplantation."
Tadalafil ,https://www.medindia.net/doctors/drug_information/tadalafil.htm,"Tadalafil is a phosphodiesterase (PDE) inhibitor, prescribed for erectile dysfunction (impotence; inability to get or keep an erection) in men."
Tafenoquine ,https://www.medindia.net/doctors/drug_information/tafenoquine.htm, Tafenoquine is a safe and effective drug that is prescribed for prevention of malaria caused by Plasmodium vivax and not for acute malarial episodes.
Tafluprost  ,https://www.medindia.net/doctors/drug_information/tafluprost.htm,"Tafluprost  is a prostaglandin analogue, prescribed for raised intraocular pressure in open angle glaucoma and ocular hypertension."
Talazoparib ,https://www.medindia.net/doctors/drug_information/talazoparib.htm,Talazoparib capsules are prescribed to treat either locally advanced breast cancer or breast cancer that has spread to other body parts in adult patients with known or suspected specific gene (gBRCA) mutations.
Taliglucerase Alfa ,https://www.medindia.net/doctors/drug_information/taliglucerase_alfa.htm,"Taliglucerase Alfa is an enzyme, prescribed for Type 1 Gaucher disease."
Talimogene laherparepvec ,https://www.medindia.net/doctors/drug_information/talimogene_laherparepvec.htm,Talimogene laherparepvec is an oncolytic (against cancer) virus which is genetically modified to treat non-operable local skin lesions in patients with recurrent melanoma after the initial surgery.
Tamoxifen ,https://www.medindia.net/doctors/drug_information/tamoxifen.htm,"Tamoxifen is an antiestrogen, prescribed for breast cancer."
Tamsulosin ,https://www.medindia.net/doctors/drug_information/tamsulosin.htm,"Tamsulosin is an alpha blocker, prescribed for  benign prostatic hyperplasia (BPH) or  prostate enlargement."
Tapentadol ,https://www.medindia.net/doctors/drug_information/tapentadol.htm,"Tapentadol is an analgesic, prescribed for moderate to severe acute pain."
Tazarotene ,https://www.medindia.net/doctors/drug_information/tazarotene.htm,"Tazarotene is a retinoid, prescribed for psoriasis and acne."
Tdap ,https://www.medindia.net/doctors/drug_information/tdap.htm,"Tdap is a vaccine, prescribed for tetanus, diphtheria, and pertussis infections."
Technetium Tc 99m Depreotide Injection  ,https://www.medindia.net/doctors/drug_information/technetium_tc_99m_depreotide_injection.htm,"Technetium Tc 99m Depreotide Injection  is a radiopharmaceutical preparation, used to identify malignant lung tumors in patients who are highly suspect for malignancy."
Technetium Tc 99m Tilmanocept ,https://www.medindia.net/doctors/drug_information/technetium_tc_99m_tilmanocept.htm,"Technetium Tc 99m Tilmanocept is a radioactive diagnostic agent, used to detect tumor site in patients with breast cancer or melanoma."
Technetium Tc99m Exametazime Injection  ,https://www.medindia.net/doctors/drug_information/technetium_tc99m_exametazime_injection.htm,"Technetium Tc99m Exametazime Injection  is a radiopharmaceutical preparation, used to identify altered regional cerebral perfusion in stroke, intra-abdominal infection and inflammatory bowel disease either alone or with methylene blue stabilization."
Technetium Tc99m Medronate Injection ,https://www.medindia.net/doctors/drug_information/technetium_tc99m_medronate_injection.htm,"Technetium Tc99m Medronate Injection is nuclear imaging agent, used for bone imaging."
Technetium Tc99m Sestamibi  ,https://www.medindia.net/doctors/drug_information/technetium_tc99m_sestamibi.htm,"Technetium Tc99m Sestamibi  is a radioactive pharmaceutical agent, prescribed for detecting coronary artery disease and breast lesions."
Tecovirimat ,https://www.medindia.net/doctors/drug_information/tecovirimat.htm, Tecovirimat can be used to treat human smallpox disease in adult and pediatric patients who weigh at least 13 kg.
Teduglutide ,https://www.medindia.net/doctors/drug_information/teduglutide.htm,"Teduglutide is a glucagon-like peptide-2 (GLP-2) analog, prescribed for Short Bowel Syndrome (SBS) who are needed parenteral support (additional nutrition or fluids through intravenous (IV))."
Tegafur and Uracil ,https://www.medindia.net/doctors/drug_information/tegafur_uracil.htm,"Tegafur and uracil combination drugs are used to treat metastatic colorectal cancer, a condition in which the cancer cells have moved to other body parts in adult patients."
"Tegafur, Gimeracil, Oteracil ",https://www.medindia.net/doctors/drug_information/tegafur_gimeracil_oteracil.htm,"Tegafur, gimeracil, and oteracil combination drugs are used along with cisplatin to treat advanced stomach cancer or unresectable cancer (gastric cancer that cannot be removed completely by surgery) in adult patients."
Tegaserod ,https://www.medindia.net/doctors/drug_information/tegaserod.htm,"Tegaserod is a selective serotonin receptor agonist, prescribed for irritable bowel syndrome (IBS) in women who have constipation as their main symptom."
Teicoplanin ,https://www.medindia.net/doctors/drug_information/teicoplanin.htm,"Teicoplanin is an antibiotic, prescribed for certain types of bacterial infections."
Telaprevir   ,https://www.medindia.net/doctors/drug_information/telaprevir.htm,"Telaprevir is a hepatitis C virus protease inhibitor, prescribed for chronic hepatitis C virus infection with other medications."
Telavancin ,https://www.medindia.net/doctors/drug_information/telavancin.htm,"Telavancin is an antibiotic, prescribed for serious skin infections."
Telbivudine ,https://www.medindia.net/doctors/drug_information/telbivudine.htm,"Telbivudine is a nucleoside analog reverse transcriptase inhibitor, prescribed for hepatitis B infection."
Telithromycin ,https://www.medindia.net/doctors/drug_information/telithromycin.htm,"Telithromycin is a ketolide antibiotic, prescribed for bacterial infections."
Telmisartan ,https://www.medindia.net/doctors/drug_information/telmisartan.htm,"Telmisartan is angiotensin receptor blocker (ARBs), prescribed for hypertension."
Telmisartan and Amlodipine ,https://www.medindia.net/doctors/drug_information/telmisartan_amlodipine.htm,"Telmisartan and Amlodipine contains calcium channel blocker and angiotensin II receptor blocker, prescribed for high blood pressure."
Telmisartan and Hydrochlorothiazide ,https://www.medindia.net/doctors/drug_information/telmisartan_hydrochlorothiazide.htm,"Telmisartan and Hydrochlorothiazide contains angiotensin II receptor blocker and diuretic, prescribed for high blood pressure."
Telotristat ethyl ,https://www.medindia.net/doctors/drug_information/telotristat_ethyl.htm,"Telotristat ethyl, a tryptophan hydroxylase inhibitor, is prescribed for the treatment of carcinoid syndrome diarrhea in combination with somatostatin analog (SSA) in adults who shows inadequate response to SSA therapy alone."
Temazepam ,https://www.medindia.net/doctors/drug_information/temazepam.htm,"Temazepam is a benzodiazepine derivative, prescribed for short-term treatment of insomnia."
Temozolomide ,https://www.medindia.net/doctors/drug_information/temozolomide.htm,"Temozolomide is an anticancer agent, used for brain cancers i."
Temsirolimus ,https://www.medindia.net/doctors/drug_information/temsirolimus.htm,"Temsirolimus is a kinase inhibitor, prescribed for kidney cancer."
Tenecteplase ,https://www.medindia.net/doctors/drug_information/tenecteplase.htm,"Tenecteplase is a tissue plasminogen activator (tPA), prescribed for preventing death from acute myocardial infarction (sudden heart attack)."
Teneligliptin ,https://www.medindia.net/doctors/drug_information/teneligliptin.htm,Teneligliptin is prescribed for the treatment of type 2 diabetes mellitus (T2DM) in adults along with diet and exercise.
Teniposide ,https://www.medindia.net/doctors/drug_information/teniposide.htm,"Teniposide is an antineoplastic agent, prescribed for leukemia in combination with other medications."
Tenofovir ,https://www.medindia.net/doctors/drug_information/tenofovir.htm,"Tenofovir is a class of antiretroviral agent, prescribed for HIV infection in combination with other medicines, and chronic hepatitis B in adults."
Tenoxicam ,https://www.medindia.net/doctors/drug_information/tenoxicam.htm,"Tenoxicam is a non-steroidal anti-inflammatory agent (NSAIA), prescribed for pain and inflammation in muscles and joints."
Terazosin ,https://www.medindia.net/doctors/drug_information/terazosin.htm,"Terazosin is an alpha-blocker, prescribed for high blood pressure and benign prostatic hyperplasia (BPH)."
Terbinafine ,https://www.medindia.net/doctors/drug_information/terbinafine.htm,"Terbinafine is an antifungal agent, prescribed for jock itch, athlete's foot and other types of ringworm infections."
Terbutaline ,https://www.medindia.net/doctors/drug_information/terbutaline.htm,"Terbutaline is a bronchodilator, prescribed for asthma, bronchitis and emphysema."
Terconazole ,https://www.medindia.net/doctors/drug_information/terconazole.htm,"Terconazole is an antifungal agent, prescribed for fungal infections of the vagina."
Terfenadine ,https://www.medindia.net/doctors/drug_information/terfenadine.htm,"Terfenadine is an antihistamine, prescribed for allergic reactions such as runny nose, sneezing, throat irritation, red, irritated, itchy and tearing eyes."
Teriflunomide ,https://www.medindia.net/doctors/drug_information/teriflunomide.htm,Teriflunomide is a pyrimidine synthesis inhibitor prescribed for multiple sclerosis.
Teriparatide  ,https://www.medindia.net/doctors/drug_information/teriparatide.htm,"Teriparatide  is a recombinant form of parathyroid hormone, prescribed for osteoporosis."
Terizidone ,https://www.medindia.net/doctors/drug_information/terizidone.htm,Terizidone is a second-line antitubercular drug which is prescribed for the treatment of both pulmonary and extra pulmonary tuberculosis caused by resistant strains of Mycobacterium tuberculosis or M.
Terlipressin ,https://www.medindia.net/doctors/drug_information/terlipressin.htm,"Terlipressin is an analogue of vasopressin, prescribed for bleeding esophageal varices, septic shock, hepatorenal syndrome and in management of low blood pressure."
Tesamorelin ,https://www.medindia.net/doctors/drug_information/tesamorelin.htm,"Tesamorelin is a human growth hormone-releasing factor (GRF) analog, prescribed for reducing excess stomach fat in certain HIV-infected patients."
Testolactone ,https://www.medindia.net/doctors/drug_information/testolactone.htm,"Testolactone is an antineoplastic agent, prescribed for breast cancer in postmenopausal women."
Testosterone ,https://www.medindia.net/doctors/drug_information/testosterone.htm,"Testosterone is a sex hormone, prescribed for male hypogonadism."
Testosterone Cypionate Injection   ,https://www.medindia.net/doctors/drug_information/testosterone_cypionate_injection.htm,"Testosterone Cypionate Injection is a male sex hormone, prescribed for primary hypogonadism and hypogonadotropic hypogonadism."
Testosterone Enanthate ,https://www.medindia.net/doctors/drug_information/testosterone_enanthate.htm,"Testosterone Enanthate is an androgen and anabolic steroid, prescribed for patients who have low levels or no testosterone produced by the body."
Testosterone Fortesta ,https://www.medindia.net/doctors/drug_information/testosterone_fortesta.htm,"Testosterone Fortesta is a topical gel, prescribed for treatment of low testosterone."
Tetanus Toxoid ,https://www.medindia.net/doctors/drug_information/tetanus_toxoid.htm,"Tetanus Toxoid is an immunization vaccine, prescribed for tetanus (also known as lockjaw), which may cause a serious illness."
Tetanus-Diphtheria-Acellular Pertussis (Tdap) ,https://www.medindia.net/doctors/drug_information/tetanusdiphtheriaacellular_pertussis_tdap.htm,"Tetanus-Diphtheria-Acellular Pertussis (Tdap) is an immunization agent, prescribed for tetanus, diphtheria, and pertussis as a single dose in persons 11 to 64 years."
Tetrabenazine  ,https://www.medindia.net/doctors/drug_information/tetrabenazine.htm,"Tetrabenazine  is a monoamine depleter, prescribed for involuntary movements (chorea) in patients with Huntington's disease."
